movie title,Run Time,Rating,User Rating,Generes,Overview,Plot Kyeword,Director,Top 5 Casts,Writer,year,path
Erotiko pathos,not-released,5.6,88,"['Crime', 'Drama']","Since her parents' death, 19-year-old Della lives with her voluptuous middle-aged aunt Marsha and her old husband Andrew. Marsha controls her inheritance until she marries and organized an engagement with Dino. One morning Marsha has sex with Alex, her husband's doctor. Right aft... Read all","['female nudity', 'female full frontal nudity', 'female pubic hair', 'female masturbation', 'interracial sex', 'bare breasts', 'simulated fellatio', 'female full rear nudity', 'seductress', 'testicles']",Ilias Mylonakos,"['Monica Nickel', 'Ajita Wilson', 'Dimitris Tsaftaridis', 'Ilias Mylonakos', 'Vangelis Fournistakis']",Vangelis Fournistakis,-1981,/title/tt0089100/
Manon,not-released,6.8,1K,"['Crime', 'Drama']",A classic tale about bitter relationships between a frivolous girl and a soldier is adapted for the post-World War II time.,"['year 1944', 'vichy', 'based on novel', 'hiding a jew', 'immigrant', 'jew', 'normandy france', 'wealth', 'one word title', 'forename as title']",Henri-Georges Clouzot,"['Henri-Georges Clouzot', 'Jean Ferry', 'Serge Reggiani', 'Michel Auclair', 'Cécile Aubry']",Abbé Prévost,-1949,/title/tt0041634/
Tomorrow Is Another Day,not-released,7,1.4K,"['Crime', 'Drama', 'Film-Noir']","An ex-convict and a woman fall in love, after she shoots her police Lt. boyfriend dead in self defense, and falsely leads him to believe that he did the shooting.","['ex convict', 'cabaret performer', 'police detective', 'fugitive', 'brother sister relationship', 'car carrier', 'motel', 'salinas california', 'farm', 'welder']",Felix E. Feist,"['Guy Endore', 'Ruth Roman', 'Steve Cochran', 'Lurene Tuttle', 'Felix E. Feist']",Art Cohn,-1951,/title/tt0044136/
Go for Sisters,2 hours 3 minutes,6.4,592,"['Crime', 'Drama', 'Thriller']","Fontayne is enlisted by Bernice - her estranged old friend and current parole officer - along with a disgraced cop to search for Bernice's son, who went missing on the Mexican border.",['murder'],John Sayles,"['LisaGay Hamilton', 'Yolonda Ross', 'Edward James Olmos', 'John Sayles', 'John Sayles']",John Sayles,-2013,/title/tt2247432/
The Choppers,not-released,4.8,396,"['Comedy', 'Crime', 'Drama']","A gang of teenage delinquents terrorize a small community by stealing cars and stripping them for parts, then selling the parts to a crooked junkyard owner. The police and an insurance company investigator set out to break up the gang.","['teensploitation', 'stolen car', 'gang', 'shootout', 'carsploitation', 'b movie', 'cult', 'arthouse', 'hot rod', 'juvenile delinquent']",Leigh Jason,"['Arch Hall Jr.', 'Robert Paget', 'Burr Middleton', 'Leigh Jason', 'Arch Hall Sr.']",Arch Hall Sr.,-1961,/title/tt0054744/
I Flip You Off for Four Hours,not-released,8.4,276,['Crime'],"Hollywood director, David F. Sandberg, flips you off for four consecutive hours.",[],David F. Sandberg,"['David F. Sandberg', 'David F. Sandberg', 'David F. Sandberg', 'David F. Sandberg', 'David F. Sandberg']",David F. Sandberg,-2020,/title/tt13168272/
Satanik,not-released,4.6,402,"['Crime', 'Sci-Fi', 'Thriller']",A withered old hag turns into a beautiful young woman after drinking a youth formula.,"['supervillainess', 'giallo', 'eurospy', 'psychotronic film', 'exploitation', 'superhero', 'euro trash', 'trash movie', 'z movie', 'one word title']",Piero Vivarelli,"['Roberto Raviola', 'Luciano Secchi', 'Magda Konopka', 'Julio Peña', 'Umberto Raho']",Eduardo Manzanos,-1968,/title/tt0063549/
The Glass Shield,1 hour 49 minutes,6.1,3.4K,"['Crime', 'Drama']",Two cops become compelled to act against corruption and discrimination within their police precinct.,"['police corruption', 'rookie', 'sheriff', 'murder', 'police', 'corruption', 'chevrolet caprice', 'chevrolet', 'police car', 'automobile']",Charles Burnett,"['John Eddie Johnson', 'Ned Welsh', 'Michael Boatman', 'Lori Petty', 'Erich Anderson']",Charles Burnett,-1994,/title/tt0109906/
The Man in 3B,1 hour 33 minutes,5.3,730,"['Crime', 'Drama', 'Thriller']","Daryl Graham (Lamman Rucker) has just moved into a Jamaica, Queens, apartment building and his neighbors, both male and female alike, can't stop talking about him. From his extreme attractiveness to his undeniable swag, Daryl is the man every woman wants and every man wants to be... Read all",[],Trey Haley,"['Lamman Rucker', 'Christian Keyes', 'Brely Evans', 'Trey Haley', 'Carl Weber']",Carl Weber,-2015,/title/tt3384180/
Stop Over in Hell,not-released,3.8,451,"['Crime', 'Horror', 'Thriller']","In a stagecoach stop far away in the Wild West the unexpected visit of a man called 'Colonel', will change their peaceful lives","['arizona territory', 'arizona', 'hell', 'stagecoach stop', 'stagecoach', 'bound and gagged', 'cleave gag', 'outlaw gang', 'rape', 'tied to a wagon wheel']",Víctor Matellano,"['Juan Gabriel García', 'Víctor Matellano', 'Fernando Valdivielso', 'Pablo Scola', 'Karlos Klaumannsmoller']",Antonio Durán,-2016,/title/tt5096726/
Parting Shots,1 hour 39 minutes,5,997,"['Comedy', 'Crime', 'Romance']","When the doctors tell Harry Sterndale to get his affairs in order, he does just that - with a vengeance. With nothing to lose, Harry is out to give everyone who ever ""done him wrong"" something to remember him by: exactly what they deserve.","['cancer', 'dying', 'photographer', 'pistol', 'love', 'murder', 'vigilante', 'chef', 'hitman', 'assassin']",Michael Winner,"['Nick Mead', 'Chris Rea', 'Felicity Kendal', 'John Cleese', 'Michael Winner']",Michael Winner,-1998,/title/tt0123215/
Strange Illusion,not-released,6.2,1K,"['Crime', 'Drama', 'Film-Noir']","Paul, a young man whose father was once lieutenant Governor of California before his untimely death, has a strange, recurring dream in which his mother falls in love with a dangerous man (Brett Curtis), a dream which also contains the image of his father's death in an automobile ... Read all","['timeframe 1940s', 'american film directed by czech director', 'american film directed by european director', 'dream', 'psychiatrist', 'maniac', 'homicidal maniac', 'governor', 'california', 'accident']",Edgar G. Ulmer,"['Fritz Rotter', 'Jimmy Lydon', 'Sally Eilers', 'Warren William', 'Edgar G. Ulmer']",Adele Comandini,-1945,/title/tt0038126/
Deadly Illusion,1 hour 27 minutes,4.6,389,"['Adventure', 'Crime', 'Mystery']",A detective is framed for a murder he didn't commit.,"['double cross', 'murder', 'fixer', 'gangster', 'celebration', 'patsy', 'hostage', 'businessman', 'client', 'private detective']",Larry Cohen,"['Larry Cohen', 'Billy Dee Williams', 'Vanity', 'Morgan Fairchild', 'Larry Cohen']",William Tannen,-1987,/title/tt0092847/
Última Parada 174,1 hour 50 minutes,7.1,5.2K,"['Crime', 'Drama', 'Thriller']","A chronicle of a real-life bus hijacking in Rio de Janeiro that occurred on June 12, 2000.","['male frontal nudity', 'male nudity', 'male rear nudity', 'bus', 'hijacking', 'brazil', 'vomiting', 'copacabana', 'bloody body of child', 'mass child killing']",Bruno Barreto,"['Michel Gomes', 'Cris Vianna', 'Marcello Melo Jr.', 'Bruno Barreto', 'Bráulio Mantovani']",Bráulio Mantovani,-2008,/title/tt1280567/
Unfaithful Wife,not-released,6.7,20,"['Crime', 'Drama']",What if your wife were unfaithful and her lover were your best friend? The friendship of two men is put to a crucial test when one throws caution to the wind and gives in to his passion for the other's wife.,"['female full rear nudity', 'rape attempt', 'male full rear nudity', 'female pubic hair', ""sex with husband's friend"", ""sex with friend's wife"", 'cheating wife', 'bare breasts', 'female masturbation', 'woman fingering her vagina']",Peque Gallaga,"['Uro Q. dela Cruz', 'Michael De Mesa', 'Joel Torre', 'Anna Marie Gutierrez', 'Peque Gallaga']",T.E. Pagaspas,-1986,/title/tt0318789/
Picture Brides,not-released,5.9,96,"['Adventure', 'Crime', 'Romance']","Four ""Picture Brides"", from New Orleans, arrive in the Brazilian jungle on a riverboat, brought there to marry workers at Lottagrasso, a remote mining site of the Standard Diamond Mines.Also on the boat with the four ""mail-order"" brides (Americans Mame Smith, Flo Lane, and Gwen f... Read all","['rape', 'riverboat', 'rough diamond', 'rape and revenge', 'rape and murder', 'attempted rape', 'killing a rapist', 'murder of a rapist', 'rape of a teenage girl', 'rape of a teenager']",Phil Rosen,"['Will Ahern', 'Charles E. Blaney', 'Dorothy Mackaill', 'Regis Toomey', 'Dorothy Libaire']",Adele Buffington,-1934,/title/tt0024449/
Meu Nome Não é Johnny,2 hours 4 minutes,7.2,7.3K,"['Biography', 'Crime', 'Drama']","The true story of João Guilherme Estrella (""Johnny""), a young middle-class bon vivant who became a big-time cocaine dealer in Rio de Janeiro in the early 1990s.","['corrupt police officer', 'man uses a wheelchair', 'cocaine', 'asylum', '1990s', 'maconha', 'drug dealer', 'prison', 'homosexual', 'lusophone']",Mauro Lima,"['Mariza Leão', 'Mauro Lima', 'Selton Mello', 'Giulio Lopes', 'Júlia Lemmertz']",Guilherme Fiúza,-2008,/title/tt1092016/
Masti,2 hours 46 minutes,6.2,6.5K,"['Comedy', 'Crime', 'Mystery']","Bored of their wives, best friends, Meet, Prem and Amar, reunite after three years and decide to have an affair - but instead become the prime suspects in a murder investigation.","['indian sex comedy', 'marriage', 'murder', 'infidelity', 'blackmail', 'double entendre', 'transgender', 'sex comedy', 'breaking and entering', 'breaking the fourth wall']",Indra Kumar,"['Tushar Hiranandani', 'Ajay Devgn', 'Vivek Oberoi', 'Aftab Shivdasani', 'Indra Kumar']",Milap Zaveri,-2004,/title/tt0406977/
Dushman,not-released,6.8,2K,"['Crime', 'Drama', 'Thriller']",A woman goes on a hunt to find her twin sister's rapist and murderer.,"['rape', 'revenge', 'rape and revenge', 'twin sister', 'rapist', 'evil man', 'serial rapist', 'identical twins', 'twin sister twin sister relationship', 'female protagonist']",Tanuja Chandra,"['Sachin Bhowmick', 'Girish Dhamija', 'Kajol', 'Sanjay Dutt', 'Ashutosh Rana']",Mahesh Bhatt,-1998,/title/tt0189492/
Bahut Hua Sammaan,not-released,7.2,3.6K,"['Comedy', 'Crime', 'Drama']","With their planned heist gone wrong, Bony and Fundoo get inextricably involved in the pursuit of 'Kohinoor' - quite possibly the biggest scandal the country will ever witness.",['pursuit'],Ashish R. Shukla,"['Vijay Narayan Verma', 'Sanjay Mishra', 'Ram Kapoor', 'Raghav Juyal', 'Ashish R. Shukla']",Avinash Singh,-2020,/title/tt10916102/
An American in Texas,not-released,4.9,216,"['Crime', 'Drama', 'Music']","An angry, crackling and defiantly disordered underclass of nowheresville punk-rock kids, see their band Surgeon General's Warning (SGW) as their ticket out of small town Texas, as 1990 comes to a close.",['timeframe 1990s'],Anthony Pedone,"['Anthony Pedone', 'Mark Cox', 'Barry Corbin', 'Tony Cavalero', 'J.R. Villarreal']",Stephen Floyd,-2017,/title/tt1674768/
Cold Sun,not-released,no-rating,0,"['Adventure', 'Crime', 'Drama']",An international crime thriller.,"['astronomical object in title', 'two word title', 'based on story']",Jason Figgis,"['Tara Reid', 'Rita Tushingham', 'Patrick Bergin', 'Jason Figgis', 'Simon Golding']",Simon Golding,,/title/tt4286574/
Desiree,not-released,4.7,216,"['Crime', 'Drama', 'Thriller']","An inspired experimental chemist, wakes up in a New Orleans jail, accused of arson that's linked to an illegal drug-manufacturing ring. Suffering from amnesia, he's unexpectedly released on bail, determined to find his missing girlfriend.","['amnesia', 'based on novel']",Ross Clarke,"['Craig Clevenger', 'Joseph Morgan', 'Nicole Badaan', 'Walton Goggins', 'Ross Clarke']",Ross Clarke,-2014,/title/tt1718763/
Murders in the Zoo,not-released,6.5,1.3K,"['Crime', 'Horror']",A monomaniacal zoologist is pathologically jealous of his beautiful but unfaithful wife Evelyn and will not stop short of murder to keep her.,"['psychotronic film', 'pre code', 'pre code era', 'seal the animal', 'zoo', 'murder', 'zoologist', 'eaten by an animal', 'shipboard romance', 'monomaniac']",A. Edward Sutherland,"['Seton I. Miller', 'Milton Herbert Gropper', 'Charles Ruggles', 'Lionel Atwill', 'Gail Patrick']",Philip Wylie,-1933,/title/tt0024360/
Palookaville,1 hour 32 minutes,6.5,2.5K,"['Comedy', 'Crime']","Jerry and his two pals, Russ and Syd, are just looking for some easy money to help them break out of their nowhere lives in their nowhere town. Despite a bungled jewelry store heist which exposes their incompetence as criminals, a fateful event (and an old black-and-white film) c... Read all","['panties', 'red panties', 'dysfunctional family', 'underwear', 'sexual harassment', 'hooker', 'female nudity', 'infidelity', 'cigarette', 'robbery']",Alan Taylor,"['William Forsythe', 'Vincent Gallo', 'Adam Trese', 'Alan Taylor', 'David Epstein']",David Epstein,-1995,/title/tt0117284/
Twisted Sisters,1 hour 37 minutes,4.3,371,"['Crime', 'Thriller']","Twisted Sisters is a dark thriller dealing with the personal struggle between two twins. Jennifer was given everything a girl could wish for, Norah learned to survive on nothing. Now it is time for the tables to turn. Locating, stalking and mimicking the life of her sister, Norah... Read all","['bound and gagged', 'cleave gag', 'hogtied', 'bondage', 'pregnant girfriend', 'sex in bed', 'evil twin', 'sex', 'twin', 'voyeurism']",Wolfgang Büld,"['Fiona Horsey', 'Frank Meyer-Brockmann', 'Heino Trusheim', 'Wolfgang Büld', 'Wolfgang Büld']",Wolfgang Büld,-2006,/title/tt0439569/
Puksatte Lifu Pursotte Illa,not-released,8.6,97,"['Comedy', 'Crime', 'Drama']","A key maker, Shahjahan living in one of the gullies of Bengaluru becomes an accomplice to a group of policemen in illegal activities. Life takes a turn for Shahjahan when he faces a complicated problem.",[],Aravind Kuplikar,"['M.S. Ramesh', 'Sanchari Vijay', 'Achyuth Kumar', 'Matangi Prasanna', 'Aravind Kuplikar']",Aravind Kuplikar,-2021,/title/tt14859132/
Los Debutantes,1 hour 54 minutes,6.1,848,"['Crime', 'Drama', 'Thriller']","The story of two brothers who get involved with a sexy stripper and her boss, the nightclub king of Santiago, as told from three perspectives. Sexy, gritty, emotional.","['simulated anal sex', 'taking drugs', 'female pubic hair', 'male frontal nudity', 'male nudity', 'male rear nudity', 'pubic hair', 'club', 'stripper', 'santiago chile']",Andrés Waissbluth,"['Julio Rojas', 'Andrés Waissbluth', 'Antonella Ríos', 'Néstor Cantillana', 'Juan Pablo Miranda']",Cristián Jiménez,-2003,/title/tt0384036/
The Restless Years,not-released,6.3,219,"['Crime', 'Drama', 'Film-Noir']",High-school life and the prejudices and moral values of small town USA during the 1950s.,"['scene during opening credits', 'timeframe 1950s', 'illegitimacy', 'nagging wife', 'alcoholic wife', 'teen angst', 'coming of age', 'unhappy marriage', 'jealousy', 'rivalry']",Helmut Käutner,"['Patricia Joudry', 'John Saxon', 'Sandra Dee', 'Teresa Wright', 'Helmut Käutner']",Edward Anhalt,-1958,/title/tt0052129/
The Racket,not-released,6.7,3.1K,"['Crime', 'Drama', 'Film-Noir']","In New York, two honest cops try to hinder a crime syndicate from moving into the precinct and also to prevent the mob's plan of electing a corrupt prosecutor to a judgeship.","['car accident', 'political corruption', 'police corruption', 'fall from height', 'crime boss', 'shootout', 'district attorney', 'reporter', 'brother brother relationship', 'face slap']",John Cromwell,"['Tay Garnett', 'William Wister Haines', 'W.R. Burnett', 'Bartlett Cormack', 'Robert Mitchum']",Mel Ferrer,-1951,/title/tt0043955/
The Attorney,1 hour 42 minutes,6,112,"['Crime', 'Drama']","A jaded attorney reluctantly takes a case of a young man being accused of murdering the daughter of the biggest tycoon in Hong Kong. Little does he know, he's about to get swept up in a political conspiracy.",[],Kwok Fai Wong,"['Pak-Wing Yan', 'Alex Fong', 'Carlos Chan', 'Patrick Tam', 'Kwok Fai Wong']",Alex Pao,-2021,/title/tt15845710/
Jiao tou 2: Wang zhe zai qi,not-released,6.1,492,['Crime'],"Ren has finally succeeded his boss as the head of the North Fort Gang. For so long, his ambitions had been held back; now, he can realize them.","['gangster', 'mafia', 'taipei']",Cheng-Kuo Yen,"['Jerry Sun', 'Collin Chou', 'Shih-Sian Wang', 'Jack Kao', 'Cheng-Kuo Yen']",Red Chang,-2018,/title/tt8324576/
Melancholy,1 hour 54 minutes,6.2,204,['Crime'],"Koharu holds down a public sector job and does it well. Then disaster strikes. Her family and home are stricken. She is personally affected when her man lusts after other women including a co-worker of his. A white knight appears who is willing to be with her, love her and marry ... Read all","['japanese woman', 'office lady', 'red dress', 'marriage proposal']",Ryôhei Watanabe,"['Coco', 'Ryo Ishibashi', 'Miho Kanazawa', 'Ryôhei Watanabe', 'Ryôhei Watanabe']",Ryôhei Watanabe,-2021,/title/tt12886410/
Das Flüstern des Mondes,not-released,5,237,"['Comedy', 'Crime', 'Drama']","In a dystopia future world we follow a gay couple, Jannis and Patrick, who is filming a secret documentary in a circus.","['teenage sex', 'male explicit nudity', 'male rear nudity', 'male nudity', 'nudity', 'male full frontal nudity', 'male frontal nudity', 'homosexual teenager', 'written by director', 'male objectification']",Michael Satzinger,"['Franz Robert Ceeh', 'Michael Fernbach', 'Mischa Fernbach', 'Michael Satzinger', 'Michael Satzinger']",Michael Satzinger,-2006,/title/tt1087905/
Ekipa,1 hour 36 minutes,4.3,632,"['Comedy', 'Crime']",Following an unfortunate accident popular Partizan Belgrade footballer Zdravko risks his life and livelihood when he becomes involved with the mob.,['accident'],Marko Sopic,"['Rade Cosic', 'Andrija Milosevic', 'Ivana Dudic', 'Marko Sopic', 'Rade Cosic']",Rade Cosic,-2019,/title/tt9626764/
La sangre enemiga,not-released,7,26,"['Crime', 'Drama', 'Romance']",,"['man murders a man', 'man murders a woman', 'female nudity', 'rape', 'sexual abuse', 'sexual awakening', 'male bare butt', 'female back nudity', 'flashback', 'promiscuity']",Rogelio A. González,"['Rogelio A. González', 'Mercedes Carreño', 'David Reynoso', 'Juan Miranda', 'Rogelio A. González']",Luis Spota,-1971,/title/tt0207077/
Simran,2 hours 4 minutes,5.2,4.3K,"['Crime', 'Drama', 'Thriller']","A socially-criticized, financially-cornered girl becomes an outlaw to dodge the situation.",['girl'],Hansal Mehta,"['Chintan Shah', 'Kangana Ranaut', 'Sohum Shah', 'Esha Tewari', 'Hansal Mehta']",Apurva Asrani,-2017,/title/tt6405126/
Treurgrond,1 hour 31 minutes,7.9,96,"['Crime', 'Drama']",Treurgrond shows how a farm attack on one family can affect an entire community.,"['farm', 'farmer', 'murder', 'revenge', 'afrikaans', 'violence', 'family relationships', 'death', 'farm raid', 'apartheid']",Darrell Roodt,"['Steve Hofmeyr', 'Shaleen Surtie-Richards', 'Jana Strydom', 'Darrell Roodt', 'Tarryn-Tanille Prinsloo']",Tarryn-Tanille Prinsloo,-2015,/title/tt4786108/
City Streets,not-released,7,1.6K,"['Crime', 'Drama', 'Film-Noir']",Man joins a gang to free his girlfriend from prison.,"['lies', 'jealousy', 'murder', 'attempt to murder', 'car', 'released from prison', 'fear', 'robbery', 'racket', 'pre code']",Rouben Mamoulian,"['Max Marcin', 'Oliver H.P. Garrett', 'Gary Cooper', 'Sylvia Sidney', 'Paul Lukas']",Dashiell Hammett,-1931,/title/tt0021750/
The Tall Target,1 hour 18 minutes,7.3,2K,"['Adventure', 'Crime', 'Drama']","A New York City detective, traveling by train between New York and Baltimore, tries to foil an on-board plot to assassinate President-elect Abraham Lincoln before he reaches Baltimore to give a major pre-Inauguration speech in 1861.","['train', 'assassination plot', 'political assassination', 'baltimore', 'planing to assassinate the u.s. president', 'secessionist', 'year 1861', 'plotter', 'ex police detective', 'abraham lincoln character']",Anthony Mann,"['Art Cohn', 'Daniel Mainwaring', 'Dick Powell', 'Paula Raymond', 'Adolphe Menjou']",George Worthing Yates,-1951,/title/tt0044105/
Chase a Crooked Shadow,not-released,7,1.3K,"['Crime', 'Mystery', 'Thriller']","At Kimberley Prescott's villa, a stranger shows up and claims he is her brother who supposedly died the previous year in a car accident.","['brother sister relationship', 'british noir', 'brother', 'spain', 'villa', 'car', 'hitchcockian', 'police detective', 'conspiracy', 'murder']",Michael Anderson,"['Charles Sinclair', 'Richard Todd', 'Anne Baxter', 'Herbert Lom', 'Michael Anderson']",David D. Osborn,-1958,/title/tt0050246/
Kamikaze,not-released,5.8,613,"['Crime', 'Sci-Fi', 'Thriller']",A crazy old and bored scientist invents a system which allows him to reach through the airwaves and transform live TV cameras into weapons to kill whoever is being filmed.,"['one word title', 'invention', 'psychotronic film', 'inventor', 'office', 'science', 'science gone wrong', 'mad scientist', 'machine', 'broken bottle']",Didier Grousset,"['Didier Grousset', 'Michèle Pétin', 'Richard Bohringer', 'Michel Galabru', 'Dominique Lavanant']",Luc Besson,-1986,/title/tt0091322/
Pete's Meteor,not-released,4.6,388,"['Crime', 'Drama']","Pete is a streetwise ex-junkie running from the mob. After his two best friends die, he feels obligated to help raise their three kids who now live with their grandmother.","['psychotronic film', 'astronomical object in title', 'apostrophe in title', 'punctuation in title', 'streetwise', ""grandmother's house"", 'gun', 'independent film', 'character name in title']",Joe O'Byrne,"['Brenda Fricker', 'Alfred Molina', 'Mike Myers', ""Joe O'Byrne"", ""Joe O'Byrne""]",Joe O'Byrne,-1998,/title/tt0126423/
Squad Car,not-released,4.6,76,"['Crime', 'Drama']",An accused man helps a policeman investigate an airplane mechanic's death and a counterfeit racket.,['independent film'],Ed Leftwich,"['E.M. Parsons', 'Vici Raaf', 'Paul Bryar', 'Don Marlowe', 'Ed Leftwich']",Scott Flohr,-1960,/title/tt0055472/
Voroshilovskiy strelok,not-released,7.4,4.1K,"['Crime', 'Drama']",Veteran of World War II takes revenge on three scums who raped his naive granddaughter.,"['rifleman', 'anger', 'elderly protagonist', 'eye for an eye', 'sexual abuse', 'sexual violence', 'rape and revenge', 'russian culture', 'brutality', 'extermination']",Stanislav Govorukhin,"['Yuri Polyakov', 'Stanislav Govorukhin', 'Mikhail Ulyanov', 'Anna Sinyakina', 'Aleksandr Porokhovshchikov']",Aleksandr Borodyanskiy,-1999,/title/tt0200267/
Chu tai chiu fung,1 hour 37 minutes,6.9,2.2K,"['Crime', 'Drama']","In early 1997, mobsters Kwai Ching-hung, Yip Kwok-foon and Cheuk Tze-keung, whom have never met one another, are all in Hong Kong. Thereafter, rumour has it that Hong Kong's three most notorious mobsters, known in the underworld as the ""Three Kings of Thieves"", are plotting toget... Read all","['police officer shot with silenced gun', 'bank robbery', 'police shootout', 'police officer killed by silenced gun', 'police officer shot in the back', 'police officer shot through the heart', 'police officer shot in the chest', 'police officer shot', 'police officer killed', 'police officer']",Jevons Au,"['Vicky Wong', 'Tin Shu Mak', 'Man Hong Lung', 'Thomas Ng', 'Richie Jen']",Frank Hui,-2016,/title/tt4379800/
Killer Assistant,not-released,4.9,406,"['Crime', 'Drama', 'Thriller']",A magazine editor's life and career simultaneously begin to unravel after she takes on a new assistant with secret motives of his own.,['tied feet'],Danny J. Boyle,"['Shanrah Wakefield', 'Arianne Zucker', 'Brando Eaton', 'Natalie Lander', 'Danny J. Boyle']",Sophie Tilson,-2016,/title/tt5265708/
Vazhakku Enn 18/9,not-released,8.3,2.3K,"['Crime', 'Drama', 'Thriller']",A girl gets in trouble when her boyfriend films her private moments on his mobile phone without her knowledge.,"['love', 'apartment complex', 'snorricam', 'death of parents', 'attempted murder', 'working class', 'corrupt cop', 'slash in title', 'punctuation in title']",Balaji Sakthivel,"['Sri', 'Mithun Murali', 'Urmila Mahanta', 'Balaji Sakthivel', 'Balaji Sakthivel']",Balaji Sakthivel,-2012,/title/tt2146960/
The Winner,1 hour 32 minutes,4.7,841,"['Comedy', 'Crime', 'Thriller']","When it is discovered that a man is having luck in the casinos in Las Vegas, people start attempting to take his money.","['luck', 'casino', 'chewing gum', 'seduction', 'hot rod magazine', 'shower', 'dirt track racing', 'race car driver', 'dancing', 'car rollover']",Alex Cox,"['Rebecca De Mornay', ""Vincent D'Onofrio"", 'Richard Edson', 'Alex Cox', 'Wendy Riss']",Wendy Riss,-1996,/title/tt0118174/
The Rise & Fall of a White Collar Hooligan,1 hour 21 minutes,5.1,1.9K,['Crime'],"When unemployed soccer hooligan Mike Jacobs encounters an old friend during a bloody pregame brawl, he finds the answer to his problems - credit card fraud. But before long, the fast paced world of easy money and beautiful women descends into a violent struggle for survival.","['credit card fraud', 'ampersand in title', 'color in title', 'antonyms in title']",Paul Tanter,"['Paul Tanter', 'Nick Nevern', 'Simon Phillips', 'Rita Ramnani', 'Paul Tanter']",Raheel Riaz,-2012,/title/tt2121377/
Le gitan,not-released,6.3,1.1K,"['Crime', 'Drama']","Hugo Sennart is a French Gypsy, wanted by the police for theft. The same inspector who's searching for him is also looking for a jewel thief, Yan Kuq, whose wife has died under suspicious circumstance just after a major burglary. The Gypsy needs to settle a few scores and make on... Read all","['dropout', 'policeman', 'romani people', 'screenplay adapted by author', 'gypsy', 'car crash', 'police pursuit', 'binoculars', 'fishing', 'gunfight']",José Giovanni,"['Franco Verucci', 'Alain Delon', 'Paul Meurisse', 'Annie Girardot', 'José Giovanni']",José Giovanni,-1975,/title/tt0071557/
Black Killer,not-released,5.4,416,"['Crime', 'Drama', 'Western']","In Tombstone, a new sheriff vows to clean up the town of outlaws like the O'Hara brothers and is assisted by a strange lawyer who always carries two large law books with him.","['italo western', 'black western', 'female nudity', 'sheriff', 'law book', 'lawyer', 'outlaw', 'rifle', 'concealed weapon', 'bow and arrow']",Carlo Croccolo,"['Carlo Croccolo', 'Klaus Kinski', 'Fred Robsahm', 'Antonio Cantafora', 'Carlo Croccolo']",Luigi Angelo,-1971,/title/tt0066835/
Gone Missing,not-released,5.3,891,"['Adventure', 'Crime', 'Drama']","When two best friends go missing during Spring Break, their mothers do everything they can to find them, while realizing that their different parenting styles may have led to the disappearances.","['one word title', 'american in paris', 'paris france', 'american']",Tara Miele,"['Daphne Zuniga', 'Lauren Bowles', 'Brigette Davidovici', 'Tara Miele', 'Bryan Dick']",Bryan Dick,-2013,/title/tt1729674/
Kóblic,1 hour 32 minutes,6.4,2.1K,"['Crime', 'Drama', 'Thriller']","Tomás Kóblic is a former Navy captain who, during the last Argentine dictatorship, was a participant in ""the flights of death."" He will abandon his career to hide in Colonia Helena, where the only law is a corrupt Commissioner.","['killing a dog', 'character name as title', 'operation condor', 'violence', '1970s', 'timeframe 1970s', 'military', 'pilot', 'fugitive', 'argentina']",Sebastián Borensztein,"['Alejandro Ocon', 'Ricardo Darín', 'Oscar Martínez', 'Inma Cuesta', 'Sebastián Borensztein']",Sebastián Borensztein,-2016,/title/tt5462400/
The Rebel Set,not-released,3,881,"['Crime', 'Drama']","Three beatniks are brought together to rob an armored car, only to face betrayal from amongst their ranks.","['psychotronic film', 'armored truck', 'prologue', 'scene during opening credits', 'caper crime', 'unlikely criminal', 'armored car robbery', 'robbery', 'poet', 'murder']",Gene Fowler Jr.,"['Bernard Girard', 'Gregg Palmer', 'Kathleen Crowley', 'Edward Platt', 'Gene Fowler Jr.']",Louis Vittes,-1959,/title/tt0053213/
Dreaming Hollywood,2 hours 2 minutes,2.9,148,['Crime'],A deranged ex-con seeks revenge when he discovers that his screenplay has been stolen.,[],Frank Martinez,"['Turk Matthews', 'Eliot', 'Madelyn Allen', 'Frank Martinez', 'Frank Martinez']",Frank Martinez,-2021,/title/tt14990914/
The Loser Man,not-released,5.6,396,"['Crime', 'Drama', 'Mystery']","Ahmad is a detective who is suspicious of the network behind a recently committed crime. When the investigation advances further, he finds out that he might be in danger too.","['neo noir', 'detective']",Mohammad Hossein Mahdavian,"['Hossein Hassani', 'Mohammad Hossein Mahdavian', 'Javad Ezati', ""Ra'na Azadivar"", 'Sajad Babaei']",Ebrahim Amini,-2022,/title/tt18926886/
12 stulev,not-released,8.2,6.5K,"['Adventure', 'Comedy', 'Crime']",Two gentlemen of fortune from the times of Imperial Russia are looking for an uncountable treasure at the dawn of the Soviet Union age.,"['russia', 'aristocrat', 'mother in law', 'con artist', 'crook', 'jewelry', 'hidden treasure', 'hidden fortune', 'furniture', '1920s']",Leonid Gaidai,"['Yevgeni Petrov', 'Vladlen Bakhnov', 'Archil Gomiashvili', 'Sergey Filippov', 'Mikhail Pugovkin']",Ilya Ilf,-1971,/title/tt0065670/
